p,t,success,alpha,x11,x12,x22,value,const_value,dist_to_constant,category,is_constant_minimizer
0.11,0.67,True,0.011708456675262883,0.19164839032157782,0.32437179130701366,0.6760927237221771,0.883143433322531,0.8831517154893713,0.4783516096784222,other,False
0.11,0.68,True,0.4382125499770485,0.6799999733087824,0.6799999974365092,0.6800000202172474,0.9113683045785035,0.9113683045984884,2.669121768050786e-08,constant,True
0.11,0.69,True,0.1915717719716005,0.6899998656004057,0.6899999741835195,0.6900000197813847,0.9400445087126863,0.9400445087146653,1.3439959423156012e-07,constant,True
0.11,0.7,True,0.29655198297690316,0.6999999817374017,0.6999999946874427,0.7000000077244865,0.9691882820541542,0.9691882820546964,1.826259821147147e-08,constant,True
0.11,0.71,True,0.24719892382626765,0.7099999012372715,0.7099995359034013,0.7100003154417059,0.9988083124856925,0.9988083124862477,4.640965987068313e-07,constant,True
0.11,0.72,True,0.21132909874703631,0.7199999501393386,0.7199999852151163,0.7200000115016292,1.0289140885974242,1.0289140886007906,4.9860661377465476e-08,constant,True
0.11,0.73,True,0.057202179679595754,0.7299962667124572,0.7299989916022976,0.7300001361042602,1.05951597688042,1.059515976889006,3.733287542773134e-06,constant,True
0.11,0.74,True,0.4996558569209684,0.7400000167323292,0.7400000121285816,0.739999959086973,1.0906253108532395,1.0906253108555206,4.091302696629384e-08,constant,True
0.11,0.75,True,0.20962829287374926,0.7499999091935218,0.7500000035015406,0.7500000045291301,1.1222544943348853,1.1222544943374704,9.080647822568011e-08,constant,True
0.11,0.76,True,0.2448781737798904,0.7599996474465831,0.7599998979175787,0.7600001032836513,1.1544171218373371,1.1544171218386436,3.5255341690465514e-07,constant,True
0.11,0.77,True,0.2078346510880983,0.7699999300298682,0.7699999877685149,0.7700000112344724,1.187128119397829,1.1871281193979035,6.997013179965705e-08,constant,True
0.11,0.78,True,0.20669504840479935,0.7799999108709351,0.7800000355574976,0.7799999875144169,1.2204039104176396,1.2204039104329114,8.912906490632366e-08,constant,True
0.11,0.79,True,0.4680481180887167,0.7899999736327907,0.7900000069509103,0.7900000081769216,1.2542626122125435,1.2542626122164038,2.6367209304822836e-08,constant,True
0.11,0.8,True,0.2046153020576409,0.8000000360554097,0.7999999985101438,0.7999999983801874,1.288724270264265,1.2887242702647792,3.6055409657897997e-08,constant,True
0.11,0.81,True,0.49999998316111455,0.809999878085637,0.8100001275088259,0.8099998668962269,1.3238111401101358,1.3238111401105124,1.3310377311448462e-07,constant,True
0.11,0.82,True,0.20289467816907616,0.8199999384030586,0.8199999883059014,0.8200000099438115,1.3595480289308874,1.3595480289315482,6.15969413253481e-08,constant,True
0.11,0.83,True,0.49999999768794856,0.8299998860024118,0.8300001101509306,0.8299998936952623,1.3959627136832375,1.3959627136836215,1.1399758814700789e-07,constant,True
0.11,0.84,True,0.099630099796765,0.8399979944311446,0.8399997988562341,0.8400000690715005,1.4330864582774603,1.4330864582789746,2.0055688553233253e-06,constant,True
0.11,0.85,True,0.496512870657956,0.8499999943402118,0.8499999860533443,0.8500000330108447,1.4709546608435036,1.4709546608436643,3.301084472440152e-08,constant,True
0.11,0.86,True,0.3876134330276125,0.8599998309214271,0.8599999471490166,0.8600001346420072,1.5096076745536025,1.5096076745550548,1.6907857292025597e-07,constant,True
0.11,0.87,True,0.4070353681665259,0.8699999586254734,0.869999990701468,0.8700000322583568,1.5490918642952725,1.5490918642997267,4.1374526582593774e-08,constant,True
0.11,0.88,True,0.3690296660020006,0.8799997650842664,0.8799999600596233,0.8800001270739646,1.5894609902836374,1.5894609902849586,2.34915733643426e-07,constant,True
0.11,0.89,True,0.0878650807695526,0.8899999803157698,0.8899997910957775,0.890000040429659,1.6307780556080949,1.6307780556083402,2.0890422247621387e-07,constant,True
0.11,0.9,True,0.09122135041354174,0.8999990877690467,0.8999999596921587,0.9000000172832532,1.6731178301042897,1.6731178301048955,9.122309533315942e-07,constant,True
0.11,0.91,True,0.017920988158099987,0.910001759818511,0.9099997841528377,0.910000007291479,1.7165703913678525,1.7165703913681838,1.7598185109157782e-06,constant,True
0.11,0.92,True,0.01852804407221294,0.9200005758079559,0.9200000221486702,0.9199999989576506,1.7612462536624556,1.761246253666432,5.758079558715323e-07,constant,True
0.11,0.93,True,0.49017863910063153,0.9299999992325857,0.9300000000349419,0.9300000006421593,1.8072840894825826,1.8072840894826658,7.674143542857337e-10,constant,True
0.11,0.94,True,0.13390980851535192,0.940000219705418,0.9399993261881502,0.9400002031090305,1.854862924872486,1.85486292487309,6.738118497606749e-07,constant,True
0.11,0.95,True,0.4999999981956511,0.9500000337251985,0.9500000018368904,0.9499999626004313,1.9042226149964239,1.9042226149971597,3.739956866422034e-08,constant,True
0.11,0.96,True,0.01715753572948238,0.9600068909399087,0.9600003091343947,0.9599999871065175,1.9557011215767734,1.9557011215781965,6.890939908688054e-06,constant,True
0.11,0.97,True,0.20608766147401852,0.9700000103350612,0.9700000111159677,0.9699999935318013,2.0098105120994765,2.0098105121019407,1.1115967701869067e-08,constant,True
0.11,0.98,True,0.49998947417822526,0.9799999983912381,0.9800000003573366,0.9800000008939419,2.0674209779712514,2.067420977971313,1.6087619014726329e-09,constant,True
0.11,0.99,True,0.03229479087328297,0.9900002225888153,0.9899999871055816,0.9900000006127166,2.130365967865417,2.1303659678655356,2.225888152684874e-07,constant,True
0.11,1.0,True,0.00010000003260974228,1.0,1.0,1.0,2.2072749131589995,2.2072749131589995,0.0,constant,True
0.12,0.12,True,0.4999999994677795,0.12000000114453613,0.12000000017628748,0.11999999850289904,-1.9037423982837164e-17,0.0,1.4971009570929894e-09,constant,True
0.12,0.13,True,0.08581708298374309,0.12999984588941327,0.12999999284760247,0.13000000270062687,0.00046258663098963063,0.00046258663100796725,1.541105867364223e-07,constant,True
0.12,0.14,True,0.5,0.1399999067874309,0.1400000926517546,0.13999990790485806,0.0018101095024247952,0.0018101095025752738,9.32125691077701e-08,constant,True
0.12,0.15,True,0.003440553537101991,0.14997428000246882,0.14999903714705454,0.1500000069528603,0.003988808406950241,0.003988808407424875,2.5719997531176153e-05,constant,True
0.12,0.16,True,0.21596264954217217,0.16000003048616754,0.1600000059259279,0.1599999944212203,0.0069523184587422324,0.0069523184589749066,3.04861675348711e-08,constant,True
0.12,0.17,True,0.049031644479124614,0.1699994154287615,0.16999991494949732,0.17000001031285775,0.01066028647562731,0.010660286479861546,5.845712384988655e-07,constant,True
0.12,0.18,True,0.04933743144379319,0.17999919359268504,0.1800002043341261,0.17999998095421108,0.0150773143402948,0.015077314344027882,8.064073149516293e-07,constant,True
0.12,0.19,True,0.029890725749021605,0.1899998317533993,0.19000003206976496,0.18999999817404387,0.020172138134416054,0.020172138139231854,1.6824660070691166e-07,constant,True
0.12,0.2,True,0.14927369489490203,0.19999991110349133,0.19999996496421057,0.20000001502167616,0.02591698090513604,0.02591698090973833,8.88965086820459e-08,constant,True
0.12,0.21,True,0.4937840017854539,0.2099999899195851,0.20999999523088617,0.21000001889222913,0.032287035477068744,0.032287035477602685,1.8892229142197792e-08,constant,True
0.12,0.22,True,0.12342857155761618,0.22000022308119457,0.21999987008762206,0.22000003216222228,0.039260046310229495,0.03926004631034993,2.230811945724831e-07,constant,True
0.12,0.23,True,0.4999998782872772,0.2300000060113871,0.23000000002400922,0.2299999938568502,0.04681596787516447,0.04681596789158196,6.143149822168681e-09,constant,True
0.12,0.24,True,0.11901639158118563,0.23999954872276877,0.24000012337663126,0.2399999749003997,0.054936682948196515,0.05493668294856155,4.512772312226243e-07,constant,True
0.12,0.25,True,0.2845152649966551,0.24999998544226396,0.24999999861519012,0.2500000034020215,0.0636057680630229,0.06360576806362811,1.4557736044418235e-08,constant,True
0.12,0.26,True,0.331000297157732,0.2600000140582524,0.2600000007521175,0.25999999580639943,0.07280829719455348,0.07280829719791818,1.4058252395532378e-08,constant,True
0.12,0.27,True,0.06608091418631233,0.2699999980148789,0.2700000143446339,0.2699999979428237,0.08253067581530309,0.08253067584764356,1.4344633869622925e-08,constant,True
0.12,0.28,True,0.2773896565483116,0.2799999889968054,0.27999999638961864,0.2800000043753582,0.09276050016587789,0.09276050017566817,1.1003194633207869e-08,constant,True
0.12,0.29,True,0.282872570524226,0.2899999804872368,0.28999999536154003,0.2900000066912087,0.10348643667503148,0.10348643667736468,1.951276318301609e-08,constant,True
0.12,0.3,True,0.499999982361432,0.3000000023395587,0.30000000496690654,0.2999999877250476,0.11469811886160064,0.11469811886205326,1.2274952387869575e-08,constant,True
0.12,0.31,True,0.17706090262146296,0.3099999561184999,0.30999999417578145,0.3100000045229109,0.12638605812638393,0.1263860581382618,4.388150010026237e-08,constant,True
0.12,0.32,True,0.3669568844481585,0.3199999384869654,0.3199999652329937,0.32000006096827904,0.13854156663429965,0.13854156663832462,6.151303461043867e-08,constant,True
0.12,0.33,True,0.28229810386518767,0.32999923029563566,0.3299998906289557,0.33000020511740014,0.1511566901421097,0.1511566901454473,7.69704364356194e-07,constant,True
0.12,0.34,True,0.1792680919616907,0.34000003490640074,0.34000001323036644,0.33999999255325436,0.16422414962187065,0.16422414962339935,3.4906400714351804e-08,constant,True
0.12,0.35,True,0.4206271246972562,0.34999997982257447,0.34999999480737143,0.3500000181395147,0.17773729010051256,0.17773729011682465,2.0177425508194347e-08,constant,True
0.12,0.36,True,0.15571926730119426,0.3599998577244334,0.3599999508081068,0.3600000229750167,0.19169003599369272,0.19169003600465737,1.4227556660584284e-07,constant,True
0.12,0.37,True,0.2153838628616548,0.36999987998999645,0.3699999559047477,0.3700000332482751,0.2060768517584951,0.2060768517621985,1.2001000354588953e-07,constant,True
0.12,0.38,True,0.020359691404522016,0.3800008934924614,0.38000017169697237,0.37999999246946875,0.2208927075166452,0.2208927075280553,8.934924614067974e-07,constant,True
0.12,0.39,True,0.4969534402011116,0.38999997347250737,0.3899999997752606,0.3900000263109527,0.2361330488787168,0.2361330488872559,2.652749264697718e-08,constant,True
0.12,0.4,True,0.35777322046462406,0.3999999702992897,0.39999999133234393,0.4000000188487241,0.2517937703598148,0.2517937703767111,2.970071033558952e-08,constant,True
0.12,0.41,True,0.3234772258057364,0.4099998782391447,0.40999996745588213,0.41000005895245395,0.26787119229287104,0.2678711922979187,1.2176085528725622e-07,constant,True
0.12,0.42,True,0.389590409091432,0.4199999608058896,0.41999999538381827,0.4200000218488708,0.2843620404816609,0.28436204048761804,3.919411040165244e-08,constant,True
0.12,0.43,True,0.37828432987541605,0.42999962741908054,0.4299999380587418,0.43000021328940047,0.3012634287380749,0.30126342875250767,3.7258091944991634e-07,constant,True
0.12,0.44,True,0.06015601939329748,0.4400004048539733,0.4400002029293497,0.4399999723632638,0.3185728437203278,0.3185728437212028,4.0485397329037554e-07,constant,True
0.12,0.45,True,0.19710552834659945,0.44999912237091033,0.44999966364964494,0.4500002180349908,0.33628813190593243,0.3362881319068892,8.77629089679477e-07,constant,True
0.12,0.46,True,0.32409542426572396,0.4599996793515346,0.45999991367034093,0.4600001565034508,0.35440748880092476,0.3544074888089803,3.2064846544610504e-07,constant,True
0.12,0.47,True,0.44463467503783116,0.4699993968096444,0.4699999382045111,0.4700004855772308,0.3729294499077246,0.3729294499125425,6.031903555525631e-07,constant,True
0.12,0.48,True,0.45851206288294283,0.4799997984132179,0.4799999848629093,0.4800001701454373,0.39185288345502506,0.3918528834712222,2.015867821003603e-07,constant,True
0.12,0.49,True,0.40752946554816033,0.48999917777475543,0.4899998707077106,0.490000566883009,0.4111769849793956,0.4111769849836079,8.222252445566625e-07,constant,True
0.12,0.5,True,0.5,0.5000004586961946,0.500000000204247,0.49999954089227727,0.43090127329374195,0.43090127329504274,4.591077227278362e-07,constant,True
0.12,0.51,True,0.2534065801704945,0.5100005363322982,0.5100001581941548,0.5099998308189846,0.45102558827093125,0.45102558827741174,5.363322982399055e-07,constant,True
0.12,0.52,True,0.23826208366387852,0.5199995685153659,0.5199998458393482,0.5200001386503409,0.47155009005475845,0.4715500900588307,4.31484634133561e-07,constant,True
0.12,0.53,True,0.14590015220736627,0.5300019543801414,0.5300007818967755,0.5299996758350183,0.49247525979052775,0.49247525979395496,1.954380141389045e-06,constant,True
0.12,0.54,True,0.14637977606747601,0.5400001946624703,0.5400000872785978,0.539999964327424,0.5138019019605095,0.5138019019841968,1.9466247025423655e-07,constant,True
0.12,0.55,True,0.29288551741890007,0.549999067926712,0.5499997253385658,0.5500003874194835,0.5355311483591263,0.5355311483759101,9.320732879958271e-07,constant,True
0.12,0.56,True,0.011761434304140452,0.5600060957092293,0.5600012161904286,0.5599999701783528,0.5576644634634688,0.5576644634840277,6.095709229270163e-06,constant,True
0.12,0.57,True,0.1482009524513669,0.5700000000650007,0.5700000057336392,0.5699999979945174,0.5802036517953229,0.5802036518091365,5.733639230065535e-09,constant,True
0.12,0.58,True,0.26027035195922454,0.5799996931565534,0.5799998860288511,0.5800001181763604,0.6031508668257295,0.603150866838051,3.068434465403058e-07,constant,True
0.12,0.59,True,0.07424990102346354,0.5899889429379127,0.5899943823160867,0.5900009722562809,0.6265086219413958,0.6265086219421558,1.105706208726076e-05,constant,True
0.12,0.6,True,0.16346768186128421,0.6000000880731542,0.6000000307151807,0.5999999846323869,0.6502798033142106,0.6502798033147521,8.807315421410777e-08,constant,True
0.12,0.61,True,0.11645409437841765,0.6100001892515443,0.6100001006283604,0.609999970185044,0.6744676851171916,0.6744676851191012,1.8925154432469782e-07,constant,True
0.12,0.62,True,0.17199822938314155,0.6199999364776563,0.6199999720413315,0.6200000143554242,0.6990759470517856,0.6990759470537049,6.352234371842513e-08,constant,True
0.12,0.63,True,0.43645303007683556,0.6300000510354176,0.6300000030566205,0.6299999646445129,0.7241086945741937,0.7241086945816522,5.10354175586869e-08,constant,True
0.12,0.64,True,0.28938852916697066,0.6399999112083343,0.6399999821306616,0.640000029276738,0.7495704821140954,0.749570482117915,8.879166568664942e-08,constant,True
0.12,0.65,True,0.44255610218219077,0.6499999861139626,0.6499999852472567,0.6500000321697493,0.7754663395183383,0.7754663395238865,3.2169749308863516e-08,constant,True
0.12,0.66,True,0.32057196318495806,0.6599997873040806,0.659999932864421,0.6600001106927491,0.8018018023117073,0.8018018023242657,2.126959194326261e-07,constant,True
0.12,0.67,True,0.15568140544020595,0.6699999947063718,0.669999997499576,0.6700000010969943,0.8285829461303509,0.8285829461401175,5.293628202451828e-09,constant,True
0.12,0.68,True,0.4785918682424211,0.6800001585879598,0.6800000098655113,0.6799998482581244,0.8558164259125174,0.855816425926799,1.585879597643114e-07,constant,True
0.12,0.69,True,0.1604144526417347,0.6900000452525973,0.6900000028910156,0.6899999972414944,0.8835095207169883,0.88350952072054,4.5252597336009615e-08,constant,True
0.12,0.7,True,0.4938020732523818,0.6999999425560398,0.7000000003519692,0.7000000539613987,0.9116701847258312,0.9116701847381355,5.744396014417674e-08,constant,True
0.12,0.71,True,0.1659663757451746,0.7099999572481979,0.7099999835747569,0.7100000082292697,0.9403071058460192,0.9403071058472512,4.275180209845075e-08,constant,True
0.12,0.72,True,0.44023990917519573,0.7200003793929193,0.7199999185864613,0.7199998933860182,0.9694297726389001,0.9694297726393588,3.79392919303001e-07,constant,True
0.12,0.73,True,0.3869262615139073,0.7300001855416912,0.7300000109266573,0.7299999122914356,0.9990485515921211,0.9990485516051384,1.855416912333041e-07,constant,True
0.12,0.74,True,0.20502845730602745,0.7399999351287869,0.7400000357067107,0.7399999858955307,1.029174776246462,1.029174776249217,6.487121306797405e-08,constant,True
0.12,0.75,True,0.35456929105446905,0.7499999648062039,0.7500000211182525,0.7499999874169254,1.0598208504069109,1.059820850408731,3.519379609961959e-08,constant,True
0.12,0.76,True,0.21717733972193293,0.759999527111708,0.7599993167078907,0.7600004155254714,1.0910003685871086,1.0910003685874687,6.832921093380406e-07,constant,True
0.12,0.77,True,0.2207462777888063,0.7699999798885648,0.76999995949682,0.7700000245589165,1.1227282568196824,1.1227282568242933,4.0503180032125385e-08,constant,True
0.12,0.78,True,0.44832222145062056,0.7799999189568672,0.7800000027951637,0.78000004897797,1.1550209385366446,1.1550209385368653,8.10431328712724e-08,constant,True
0.12,0.79,True,0.2458120982648869,0.7899999210403064,0.7899999833750192,0.7900000192235133,1.1878965309950509,1.1878965309979224,7.895969367233135e-08,constant,True
0.12,0.8,True,0.280929187493861,0.8000001406932692,0.8000001135141871,0.7999998898288062,1.2213750797232144,1.2213750797238618,1.4069326914611935e-07,constant,True
0.12,0.81,True,0.0378643043827053,0.8099929104861882,0.8099987657045378,0.810000108129612,1.2554788402464538,1.25547884024716,7.0895138118975964e-06,constant,True
0.12,0.82,True,0.340517119346117,0.8199999920589932,0.8200000052867256,0.8199999966552205,1.2902326197420781,1.2902326197457596,7.941006741063461e-09,constant,True
0.12,0.83,True,0.2799368895666528,0.8299999488376105,0.8299999967829329,0.8300000102327696,1.3256641951730073,1.3256641951753978,5.1162389436143485e-08,constant,True
0.12,0.84,True,0.4999999985165025,0.8400000096517131,0.8399999995271018,0.8399999912908815,1.3618048304453934,1.361804830448315,9.65171309541546e-09,constant,True
0.12,0.85,True,0.1122802289726152,0.8500003194970873,0.8499999467407882,0.8500000083600723,1.3986899236865713,1.398689923690569,3.1949708734213544e-07,constant,True
0.12,0.86,True,0.06975758127102068,0.8599995451255885,0.8599999968756645,0.8600000030233353,1.4363598280691983,1.4363598280795236,4.5487441147074037e-07,constant,True
0.12,0.87,True,0.2950950810921684,0.8700000129991184,0.8699999942723202,0.8700000025161326,1.4748609084992155,1.4748609085017603,1.2999118448320246e-08,constant,True
0.12,0.88,True,0.17658291194770387,0.8799998686016142,0.879999983417971,0.8800000131538361,1.5142469251613937,1.514246925164557,1.313983858386436e-07,constant,True
0.12,0.89,True,0.24058320913034717,0.8899999759890955,0.8899999982141382,0.8900000035389966,1.554580881160056,1.5545808811655026,2.4010904486893025e-08,constant,True
0.12,0.9,True,0.20797123924786634,0.8999995953752573,0.8999997979899489,0.900000133985381,1.59593754633811,1.5959375463396221,4.0462474271141247e-07,constant,True
0.12,0.91,True,0.24985253334899277,0.909999590651319,0.9100000346870405,0.9100000223049711,1.6384069982800489,1.638406998280475,4.0934868106301536e-07,constant,True
0.12,0.92,True,0.012592339689404175,0.9200006533782881,0.9200000260112345,0.9199999992280367,1.6820997512465121,1.6820997512562872,6.533782880291383e-07,constant,True
0.12,0.93,True,0.4976237457949331,0.9300000050441132,0.9299999960162127,0.9300000029430089,1.7271544777500134,1.727154477750086,5.044113127183891e-09,constant,True
0.12,0.94,True,0.3126900321466496,0.9400000043898993,0.9400000015156893,0.9399999977120564,1.7737502038175914,1.7737502038180741,4.389899332934988e-09,constant,True
0.12,0.95,True,0.013289387838432594,0.9499967829963012,0.9499998871129551,0.9500000036240676,1.8221267846183011,1.822126784619708,3.217003698763321e-06,constant,True
0.12,0.96,True,0.02631143304206679,0.9599987672853701,0.9599999181479232,0.9600000053234575,1.872622181876516,1.8726221818783093,1.232714629817444e-06,constant,True
0.12,0.97,True,0.39233938315335093,0.9699999986048424,0.9699999973938207,0.9700000039468206,1.9257484630792798,1.9257484630796178,3.946820648081939e-09,constant,True
0.12,0.98,True,0.4747382660809667,0.9800000031241811,0.9800000072613904,0.9799999843220346,1.9823758196265293,1.9823758196265548,1.567796537038646e-08,constant,True
0.12,0.99,True,0.4875216231952619,0.9900000052553994,0.989999991964266,0.9900000105326536,2.0443377001980725,2.0443377001983416,1.0532653638151146e-08,constant,True
0.12,1.0,True,0.43820458256514205,0.9999999999989538,0.9999999999999422,0.9999999999999087,2.1202635361692064,2.120263536169469,1.046163156104285e-12,constant,True
0.13,0.13,True,0.49999999970755177,0.13000000111812618,0.12999999999423706,0.12999999889339753,-3.5012346770953626e-17,0.0,1.1181261749815263e-09,constant,True
0.13,0.14,True,0.09886370536898635,0.14000005173872476,0.13999998009901782,0.14000000374388888,0.0004328088365930891,0.00043280883659575255,5.1738724748950915e-08,constant,True
0.13,0.15,True,0.09523948130158555,0.1500000992629509,0.1499999792659841,0.15000000326483096,0.0016967937064209444,0.0016967937064738363,9.926295091444715e-08,constant,True
0.13,0.16,True,0.08885797788999795,0.1599999916520795,0.16000000499721337,0.1599999991046558,0.0037455897230429,0.003745589723052185,8.347920493756433e-09,constant,True
0.13,0.17,True,0.07940440539489803,0.1699999924677197,0.17000000192589448,0.1699999997237766,0.006538843708958855,0.006538843708967242,7.532280299482608e-09,constant,True
0.13,0.18,True,0.06382315412870766,0.17999999057842753,0.17999999403202915,0.18000000084666443,0.01004115753450508,0.010041157538161996,9.421572466639105e-09,constant,True
0.13,0.19,True,0.05112699713416751,0.18999851532634746,0.19000037267028252,0.1899999641416003,0.01422126729501844,0.014221267298394355,1.4846736525464532e-06,constant,True
0.13,0.2,True,0.12921932199291253,0.19999988596514334,0.1999999558324079,0.20000001560944206,0.019051396029950027,0.019051396033929274,1.1403485666861002e-07,constant,True
0.13,0.21,True,0.09247626277901387,0.20999992842187204,0.20999995445956707,0.21000001001899102,0.02450673656428934,0.024506736566821938,7.157812795255403e-08,constant,True
0.13,0.22,True,0.33887116437378767,0.21999993141658788,0.2199999911566998,0.2200000270809357,0.030565033363771827,0.030565033364597666,6.858341211612995e-08,constant,True
0.13,0.23,True,0.10506901162660445,0.2299988136290109,0.2299999283654902,0.23000003316564635,0.03720624090672325,0.0372062409108581,1.1863709891146712e-06,constant,True
0.13,0.24,True,0.11400830906725908,0.23999995371375718,0.2399999786592683,0.24000000622455162,0.04441224191285785,0.044412241932866144,4.628624281077798e-08,constant,True
0.13,0.25,True,0.06392000111061624,0.2499999945289823,0.24999997907971694,0.25000000288113394,0.052166613011942094,0.052166613012961084,2.0920283061443e-08,constant,True
0.13,0.26,True,0.29375249936799575,0.2599999402460914,0.2599999556918442,0.26000004719516534,0.060454428111904525,0.060454428112279426,5.975390859891405e-08,constant,True
0.13,0.27,True,0.1693769664988365,0.26999997488708866,0.2699999962463464,0.27000000257301005,0.06926209272573225,0.06926209272703338,2.5112911361535595e-08,constant,True
0.13,0.28,True,0.20684432471442538,0.2799998577117355,0.2799999702890578,0.28000002516690764,0.07857720301618448,0.07857720302008642,1.4228826450413123e-07,constant,True
0.13,0.29,True,0.021351683945298416,0.28999789986295055,0.2899996503236839,0.29000001625392674,0.0883884254830818,0.08838842548681125,2.100137049432238e-06,constant,True
0.13,0.3,True,0.4009233417429879,0.29999999148435985,0.29999999986587894,0.30000000399046256,0.09868539363539153,0.09868539363652817,8.515640137485292e-09,constant,True
0.13,0.31,True,0.024295392439158996,0.30999863884520684,0.3099994134263928,0.31000003005554727,0.10945861887760858,0.10945861887776512,1.3611547931557944e-06,constant,True
0.13,0.32,True,0.2995026846967527,0.3199999921163479,0.3199999973845127,0.3200000036741887,0.12069941334087225,0.12069941334285639,7.883652120010964e-09,constant,True
0.13,0.33,True,0.32288712728257996,0.3299999963424365,0.3299999929387322,0.33000000755137543,0.13239982280692153,0.13239982281500753,7.551375413861194e-09,constant,True
0.13,0.34,True,0.4999999989295918,0.33999976995050124,0.3400002325979841,0.33999976485153866,0.1445525682574922,0.14455256825798798,2.3514846136940548e-07,constant,True
0.13,0.35,True,0.08209334209881518,0.3499999154939039,0.34999996897030067,0.35000000622485944,0.157150994714946,0.1571509947164416,8.450609606525106e-08,constant,True
0.13,0.36,True,0.2038619623588362,0.35999999374705494,0.3599999968461799,0.36000000202389504,0.1701890265682453,0.17018902656930274,6.2529450506332296e-09,constant,True
0.13,0.37,True,0.2500874210159912,0.3699999258229177,0.36999997505848015,0.3700000248838352,0.1836611282909626,0.1836611282918723,7.417708230983422e-08,constant,True
0.13,0.38,True,0.22914811699161913,0.37999995727335584,0.37999998509411487,0.3800000126270123,0.19756227001382914,0.19756227002275742,4.272664416715699e-08,constant,True
0.13,0.39,True,0.2729133410942555,0.3899999784176262,0.3899999924119515,0.39000000870885176,0.21188789732528154,0.2118878973469867,2.158237383254047e-08,constant,True
0.13,0.4,True,0.21550990530660666,0.39999988991536245,0.39999996142290634,0.4000000294944146,0.22663390479348877,0.22663390480147,1.1008463757233855e-07,constant,True
0.13,0.41,True,0.09687871370221232,0.40999985859463495,0.4099999501208175,0.41000001232493927,0.24179661268344554,0.24179661268770622,1.4140536502837975e-07,constant,True
0.13,0.42,True,0.38797808079032065,0.4199999617618116,0.41999999198683563,0.42000002551232685,0.2573727468342675,0.25737274684243394,3.8238188393435735e-08,constant,True
0.13,0.43,True,0.3791078081603581,0.42999994610714604,0.42999998767234227,0.43000003514165797,0.2733594210695005,0.27335942107235206,5.3892853957293596e-08,constant,True
0.13,0.44,True,0.2730297815332273,0.4399999924254352,0.4399999955521578,0.4400000043946035,0.28975412199309836,0.2897541220060754,7.574564808709994e-09,constant,True
0.13,0.45,True,0.20630959027006837,0.449999521440618,0.4499997511443858,0.45000016170693247,0.3065546961551161,0.3065546961567903,4.785593820111345e-07,constant,True
0.13,0.46,True,0.3419720144047173,0.45999998903312206,0.4599999912387272,0.4600000120572308,0.32375933901559395,0.32375933902390974,1.205723076935783e-08,constant,True
0.13,0.47,True,0.17566228488589547,0.4700001259909387,0.4700000422285149,0.4699999762743874,0.34136658608396897,0.3413665860925003,1.2599093873744138e-07,constant,True
0.13,0.48,True,0.2187271439341743,0.4799999159052176,0.47999996466482125,0.4800000263735583,0.35937530561314,0.3593753056162088,8.409478235993362e-08,constant,True
0.13,0.49,True,0.034314410403900715,0.48999935873272993,0.48999980592021114,0.4900000145925438,0.3777846930764357,0.3777846930936225,6.412672700628619e-07,constant,True
0.13,0.5,True,0.14776072397894952,0.49999946800043504,0.4999997859502447,0.5000000902141742,0.39659426736794734,0.39659426737008574,5.319995649566422e-07,constant,True
0.13,0.51,True,0.1477821377583669,0.5099996747298395,0.5099998807742381,0.5100000511294558,0.41580386831575844,0.41580386831748334,3.2527016047279034e-07,constant,True
0.13,0.52,True,0.24933919188104434,0.5199999205441368,0.5199999651036942,0.5200000319463313,0.43541365606134386,0.43541365606393057,7.945586322222198e-08,constant,True
0.13,0.53,True,0.14829871483812823,0.5299999613973243,0.5299999827965389,0.5300000071539793,0.45542411175333913,0.45542411176408326,3.86026757226432e-08,constant,True
0.13,0.54,True,0.1487009987782482,0.5400000595220024,0.5400000024435727,0.5399999973271353,0.47583603991473,0.4758360399193535,5.9522002326950485e-08,constant,True
0.13,0.55,True,0.20766991481545607,0.5499998132729046,0.54999998055333,0.5500000230123803,0.49665057226411946,0.4966505722760951,1.867270954525324e-07,constant,True
0.13,0.56,True,0.4999999664135091,0.5600000013933247,0.5600000055560572,0.5599999874935832,0.5178691733487166,0.5178691733492412,1.2506416902091644e-08,constant,True
0.13,0.57,True,0.4999999928909547,0.5699999729747041,0.5700000293195194,0.5699999683860282,0.5394936476392552,0.5394936476393783,3.1613971773758465e-08,constant,True
0.13,0.58,True,0.4156645670146699,0.5799999945974501,0.5799999986372125,0.580000004671691,0.5615261486326417,0.5615261486333212,5.40254985192945e-09,constant,True
0.13,0.59,True,0.47932165308356917,0.5899998724689025,0.5899999900439641,0.5900001263855538,0.5839691896893286,0.5839691897024546,1.2753109746022062e-07,constant,True
0.13,0.6,True,0.39029116201642217,0.6000000425752932,0.6000000058775049,0.599999975027603,0.6068256570384272,0.6068256570400793,4.257529317985842e-08,constant,True
0.13,0.61,True,0.22918481745398736,0.6099997422238737,0.6099999209015947,0.6100000698142362,0.6300988247948499,0.6300988248094568,2.5777612633337554e-07,constant,True
0.13,0.62,True,0.2334964507014478,0.6199996722100857,0.6199998882836806,0.6200000984797762,0.6537923727073225,0.6537923727090886,3.277899143228069e-07,constant,True
0.13,0.63,True,0.40977400537302294,0.6299999646954956,0.6299999921573963,0.6300000279062852,0.6779104062017294,0.6779104062020643,3.530450443101074e-08,constant,True
